run,run_id,weight_initial,weight_boundary,weight_residual,batch_size,final_train_loss,final_val_loss,final_train_l2,final_val_l2,duration_minutes,timestamp,learning_rate,scheduler_type,epochs,hidden_layers,hidden_neurons,activation
1,6f183297908646e085d23128ffa5c684,1,1,3,512,0.00019118306372547522,,0.01430236641317606,,133.26807838333335,2025-11-10T07:27:58.894520,1e-05,,5000,5,100,tanh
