run,run_id,weight_initial,weight_boundary,weight_residual,batch_size,final_train_loss,final_val_loss,final_train_l2,final_val_l2,duration_minutes,timestamp,learning_rate,scheduler_type,epochs,hidden_layers,hidden_neurons,activation
1,49875fd65fd2486b8314f9bec9f36c18,1,1,1,512,0.003971351106883958,,0.36413219571113586,,27.6378032,2025-11-08T21:43:46.444702,0.0001,,1000,5,100,tanh
2,d055e9e9fa12433fb8b471d1a039656b,1,1,10,512,0.06823886334896087,,1.0883386135101318,,28.120772066666667,2025-11-08T22:11:24.712981,0.0001,,1000,5,100,tanh
3,ef03337ed8d84013a5393709f3c99fb4,1,1,100,512,0.16106704548001288,,1.1144839525222778,,28.11863023333333,2025-11-08T22:39:31.959389,0.0001,,1000,5,100,tanh
4,4829f7e84b73438e89e2eb9033da1ba7,1,10,1,512,0.00728430668823421,,0.49411541223526,,27.556659,2025-11-08T23:07:39.077280,0.0001,,1000,5,100,tanh
5,4b17de89f14744788c280369d8bb3e13,1,10,10,512,0.04719545356929302,,0.9093961715698242,,27.51077808333333,2025-11-08T23:35:12.476913,0.0001,,1000,5,100,tanh
6,d644a87f391643b4a46cf91b96723fa0,1,10,100,512,0.16451718360185624,,1.1176180839538574,,27.694473066666667,2025-11-09T00:02:43.123678,0.0001,,1000,5,100,tanh
7,119a96e9c9da446ea13cb88acd279104,10,1,1,512,0.007611056289169938,,0.378076434135437,,27.476257733333334,2025-11-09T00:30:24.792137,0.0001,,1000,5,100,tanh
8,5c9b45c384944b169e590f5a4dc355bf,10,1,10,512,0.05278194332495332,,0.39992931485176086,,27.535583616666667,2025-11-09T00:57:53.367681,0.0001,,1000,5,100,tanh
9,dcb76ee7a935437b8f2b614eaf87e29e,10,1,100,512,0.6822737485170365,,1.1334781646728516,,27.586909666666667,2025-11-09T01:25:25.502778,0.0001,,1000,5,100,tanh
10,4a047241f3734f009acb5b1db9fddd3a,10,10,1,512,0.008758616715203971,,0.49510306119918823,,28.15650283333333,2025-11-09T01:53:00.717437,0.0001,,1000,5,100,tanh
11,c74505398649452c99a74662fdea2aae,10,10,10,512,0.03681207704357803,,0.36454638838768005,,28.07884238333333,2025-11-09T02:21:10.107687,0.0001,,1000,5,100,tanh
12,f4cc14585baf4e2aa870deccfcd10bcb,10,10,100,512,0.6349396407604218,,1.0851377248764038,,27.688253116666665,2025-11-09T02:49:14.838311,0.0001,,1000,5,100,tanh


relevant_weights_combinations = {
    "49875fd65fd2486b8314f9bec9f36c18": {
        "weight_initial": 1,
        "weight_boundary": 1,
        "weight_residual": 1,
        "final_val_loss": 0.36413219571113586,
    },
    "119a96e9c9da446ea13cb88acd279104": {
        "weight_initial": 10,
        "weight_boundary": 1,
        "weight_residual": 1,
        "final_val_loss": 0.378076434135437,
    },
    "5c9b45c384944b169e590f5a4dc355bf": {
        "weight_initial": 10,
        "weight_boundary": 1,
        "weight_residual": 10,
        "final_val_loss": 0.39992931485176086,
    },
}
